codigo postal,lat,lon,poblacion,provincia,comunidad autonoma,prob_c,comarca2,provincia2,comunidad2,code2,prob_2
25177,0.66529307,41354955910,La Granadella,Lleida,Cataluña,la granadella,Alt Penedès,Barcelona,Cataluña/ Catalunya,80945.0,granada la
46814,-0.55743511,38995771560,la Granja de la Costera,Valencia/València,Comunidad Valenciana,la granja de la costera,Moianès,Girona,Cataluña/ Catalunya,80958.0,granera
25185,0.3525485,41418892090,La Granja d'Escarp,Lleida,Cataluña,la granja descarp,El Baix Segura / La Vega Baja,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3074.0,granja de rocamora
25588,1132167160.0,42593859760,La Guingueta d'Àneu,Lleida,Cataluña,la guingueta daneu,Urgell,Lerida/ Lleida,Cataluña/ Catalunya,251095.0,guimera
25595,1132167160.0,42593859760,La Guingueta d'Àneu,Lleida,Cataluña,la guingueta daneu,Urgell,Lerida/ Lleida,Cataluña/ Catalunya,251095.0,guimera
25596,1132167160.0,42593859760,La Guingueta d'Àneu,Lleida,Cataluña,la guingueta daneu,Urgell,Lerida/ Lleida,Cataluña/ Catalunya,251095.0,guimera
25597,1132167160.0,42593859760,La Guingueta d'Àneu,Lleida,Cataluña,la guingueta daneu,Urgell,Lerida/ Lleida,Cataluña/ Catalunya,251095.0,guimera
12340,0.25301474,40512674860,la Jana,Castellón/Castelló,Comunidad Valenciana,la jana,El Valle de Cofrentes-Ayora,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46142.0,jalance
17700,2873487550.0,42417311100,La Jonquera,Girona,Cataluña,la jonquera,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12071.0,jerica
17709,2873487550.0,42417311100,La Jonquera,Girona,Cataluña,la jonquera,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12071.0,jerica
8779,1534553980.0,41472729680,La Llacuna,Barcelona,Cataluña,la llacuna,Pla d'Urgell,Lerida/ Lleida,Cataluña/ Catalunya,251229.0,linyola
8120,2191207290.0,41513987670,La Llagosta,Barcelona,Cataluña,la llagosta,Solsonès,Lerida/ Lleida,Cataluña/ Catalunya,251240.0,lladurs
12591,-0.20470723,39768400440,la Llosa,Castellón/Castelló,Comunidad Valenciana,la llosa,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46157.0,llosa de ranes la
46815,-0.53357725,39018847460,la Llosa de Ranes,Valencia/València,Comunidad Valenciana,la llosa de ranes,Selva,Gerona/Girona,Cataluña/ Catalunya,170950.0,lloret de mar
43143,1222936760.0,41234703310,La Masó,Tarragona,Cataluña,la maso,Maresme,Barcelona,Cataluña/ Catalunya,81189.0,masnou el
12312,-0.2803286,40616654510,la Mata de Morella,Castellón/Castelló,Comunidad Valenciana,la mata de morella,Segarra,Lerida/ Lleida,Cataluña/ Catalunya,251327.0,massoteres
8281,1558384120.0,41786416130,La Molsosa,Lleida,Cataluña,la molsosa,Ripollès,Gerona/Girona,Cataluña/ Catalunya,171077.0,mollo
43361,0.8415577,41264808560,La Morera de Montsant,Tarragona,Cataluña,la morera de montsant,Els Ports,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12080.0,morella
43379,0.8415577,41264808560,La Morera de Montsant,Tarragona,Cataluña,la morera de montsant,Els Ports,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12080.0,morella
8698,1885242520.0,42165975750,La Nou de Berguedà,Barcelona,Cataluña,la nou de bergueda,Solsonès,Lerida/ Lleida,Cataluña/ Catalunya,251462.0,naves
43763,1374034700.0,41183674260,La Nou de Gaià,Tarragona,Cataluña,la nou de gaia,Berguedà,Lleida,Cataluña/ Catalunya,81424.0,nou de bergueda la
3530,-0.12289748,38617616230,la Nucia,Alicante/Alacant,Comunidad Valenciana,la nucia,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46180.0,novetle
8756,1965614050.0,41412811840,La Palma de Cervelló,Barcelona,Cataluña,la palma de cervello,Baix Llobregat,Barcelona,Cataluña/ Catalunya,81574.0,palleja
43370,0.66623397,41282741150,La Palma d'Ebre,Tarragona,Cataluña,la palma debre,Palma de Mallorca/ Ciutat de Mallorca,Mallorca,Islas Baleares/ Illes balears,,palma de mallorca
17120,2973532970.0,42020289020,La Pera,Girona,Cataluña,la pera,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12089.0,peniscola peniscola
12599,0.1560176,40656774310,la Pobla de Benifassà,Castellón/Castelló,Comunidad Valenciana,la pobla de benifassa,Pla d'Urgell,Lerida/ Lleida,Cataluña/ Catalunya,251689.0,poal el
25471,0.91542924,41367767740,La Pobla de Cérvoles,Lleida,Cataluña,la pobla de cervoles,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12093.0,pobla de benifassa la
8787,1673573150.0,41558345350,La Pobla de Claramunt,Barcelona,Cataluña,la pobla de claramunt,Garrigues,Lerida/ Lleida,Cataluña/ Catalunya,251692.0,pobla de cervoles la
46137,-0.32682479,39578713990,la Pobla de Farnals,Valencia/València,Comunidad Valenciana,la pobla de farnals,Anoia,Barcelona,Cataluña/ Catalunya,81653.0,pobla de claramunt la
46139,-0.32682479,39578713990,la Pobla de Farnals,Valencia/València,Comunidad Valenciana,la pobla de farnals,Anoia,Barcelona,Cataluña/ Catalunya,81653.0,pobla de claramunt la
8696,1974749240.0,42244307780,La Pobla de Lillet,Barcelona,Cataluña,la pobla de lillet,L'Horta Nord,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46199.0,pobla de farnals la
43140,1210698220.0,41187288070,La Pobla de Mafumet,Tarragona,Cataluña,la pobla de mafumet,Berguedà,Lleida,Cataluña/ Catalunya,81666.0,pobla de lillet la
43783,0.35327969,41180859200,La Pobla de Massaluca,Tarragona,Cataluña,la pobla de massaluca,Tarragonès,Tarragona,Cataluña/ Catalunya,431093.0,pobla de mafumet la
43761,1414850610.0,41177099800,La Pobla de Montornès,Tarragona,Cataluña,la pobla de montornes,Terra Alta,Tarragona,Cataluña/ Catalunya,431107.0,pobla de massaluca la
25500,0.9680387,42247562880,La Pobla de Segur,Lleida,Cataluña,la pobla de segur,Tarragonès,Tarragona,Cataluña/ Catalunya,431114.0,pobla de montornes la
25513,0.9680387,42247562880,La Pobla de Segur,Lleida,Cataluña,la pobla de segur,Tarragonès,Tarragona,Cataluña/ Catalunya,431114.0,pobla de montornes la
25516,0.9680387,42247562880,La Pobla de Segur,Lleida,Cataluña,la pobla de segur,Tarragonès,Tarragona,Cataluña/ Catalunya,431114.0,pobla de montornes la
46185,-0.55296899,39592420580,la Pobla de Vallbona,Valencia/València,Comunidad Valenciana,la pobla de vallbona,Pallars Jussà,Lerida/ Lleida,Cataluña/ Catalunya,251713.0,pobla de segur la
46840,-0.41980188,38906126850,la Pobla del Duc,Valencia/València,Comunidad Valenciana,la pobla del duc,El Camp de Túria,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46202.0,pobla de vallbona la
46670,-0.47555312,39084086010,la Pobla Llarga,Valencia/València,Comunidad Valenciana,la pobla llarga,La Vall d'Albaida,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46200.0,pobla del duc la
12191,-0.00079227,40101381920,la Pobla Tornesa,Castellón/Castelló,Comunidad Valenciana,la pobla tornesa,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46203.0,pobla llarga la
25134,0.64077779,41738354650,La Portella,Lleida,Cataluña,la portella,Els Ports,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12091.0,portell de morella
8619,1973827620.0,42105828020,La Quar,Barcelona,Cataluña,la quar,Anoia,Barcelona,Cataluña/ Catalunya,81764.0,pujalt
43450,1177881390.0,41318820220,La Riba,Tarragona,Cataluña,la riba,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251832.0,rialp
43762,1361831150.0,41164783550,La Riera de Gaià,Tarragona,Cataluña,la riera de gaia,Selva,Gerona/Girona,Cataluña/ Catalunya,171463.0,riells i viabrea
8430,2325426960.0,41586586770,La Roca del Vallès,Barcelona,Cataluña,la roca del valles,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171518.0,riumors
3669,-0.8960138,38367423710,la Romana,Alicante/Alacant,Comunidad Valenciana,la romana,El Baix Segura / La Vega Baja,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3113.0,rojales
12186,0.17517747,40417678590,la Salzadella,Castellón/Castelló,Comunidad Valenciana,la salzadella,Gironès,Gerona/Girona,Cataluña/ Catalunya,171557.0,salt
43154,1280086290.0,41204882660,La Secuita,Tarragona,Cataluña,la secuita,L'Alt Vinalopó / Alto Vinalopó,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3123.0,sax
43765,1280086290.0,41204882660,La Secuita,Tarragona,Cataluña,la secuita,L'Alt Vinalopó / Alto Vinalopó,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3123.0,sax
17489,3186946050.0,42324401360,La Selva de Mar,Girona,Cataluña,la selva de mar,El Raiguer/ es Raiguer,Mallorca,Islas Baleares/ Illes balears,,selva
43470,1136604140.0,41215910060,La Selva del Camp,Tarragona,Cataluña,la selva del camp,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171886.0,selva de mar la
43560,0.28236554,40636138300,La Sénia,Tarragona,Cataluña,la senia,Conca de Barberà,Tarragona,Cataluña/ Catalunya,431460.0,senan
25617,0.88027551,41804248110,La Sentiu de Sió,Lleida,Cataluña,la sentiu de sio,Pallars Jussà,Lerida/ Lleida,Cataluña/ Catalunya,252022.0,senterada
12184,0.03164418,40312874490,la Serratella,Castellón/Castelló,Comunidad Valenciana,la serratella,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,171910.0,serra de daro
25700,1461979470.0,42357708850,La Seu d'Urgell,Lleida,Cataluña,la seu durgell,Ripollès,Gerona/Girona,Cataluña/ Catalunya,171925.0,setcases
25710,1461979470.0,42357708850,La Seu d'Urgell,Lleida,Cataluña,la seu durgell,Ripollès,Gerona/Girona,Cataluña/ Catalunya,171925.0,setcases
17134,3056094730.0,42080000770,La Tallada d'Empordà,Girona,Cataluña,la tallada demporda,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12109.0,tales
17135,3056094730.0,42080000770,La Tallada d'Empordà,Girona,Cataluña,la tallada demporda,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12109.0,tales
25510,0.98280258,42421766000,La Torre de Cabdella,Lleida,Cataluña,la torre de cabdella,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12116.0,torralba del pinar
25511,0.98280258,42421766000,La Torre de Cabdella,Lleida,Cataluña,la torre de cabdella,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12116.0,torralba del pinar
25512,0.98280258,42421766000,La Torre de Cabdella,Lleida,Cataluña,la torre de cabdella,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12116.0,torralba del pinar
25513,0.98280258,42421766000,La Torre de Cabdella,Lleida,Cataluña,la torre de cabdella,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12116.0,torralba del pinar
25515,0.98280258,42421766000,La Torre de Cabdella,Lleida,Cataluña,la torre de cabdella,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12116.0,torralba del pinar
8789,1658731370.0,41533791080,La Torre de Claramunt,Barcelona,Cataluña,la torre de claramunt,Pallars Jussà,Lerida/ Lleida,Cataluña/ Catalunya,252271.0,torre de cabdella la
43774,0.86453515,41124682380,La Torre de Fontaubella,Tarragona,Cataluña,la torre de fontaubella,Anoia,Barcelona,Cataluña/ Catalunya,82861.0,torre de claramunt la
43792,0.62545749,41191830630,La Torre de l'Espanyol,Tarragona,Cataluña,la torre de lespanyol,L'Alacantí,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3132.0,torre de les macanes la torremanzanas
12161,-0.07838252,40327289480,la Torre d'En Besora,Castellón/Castelló,Comunidad Valenciana,la torre den besora,Ribera d'Ebre,Tarragona,Cataluña/ Catalunya,431520.0,torre de lespanyol la
12184,0.06931996,40262808740,la Torre d'en Doménec,Castellón/Castelló,Comunidad Valenciana,la torre den domenec,L'Alt Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12119.0,torre den besora la
17707,2800494220.0,42403833790,La Vajol,Girona,Cataluña,la vajol,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82917.0,vacarisses
3788,-0.25201489,38794562370,la Vall d'Alcalà,Alicante/Alacant,Comunidad Valenciana,la vall dalcala,La Plana Alta,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12124.0,vall dalba
17813,2441529110.0,42220753240,La Vall de Bianya,Girona,Cataluña,la vall de bianya,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12125.0,vall de almonacid
17858,2441529110.0,42220753240,La Vall de Bianya,Girona,Cataluña,la vall de bianya,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12125.0,vall de almonacid
25327,0.80227472,42504282760,La Vall de Boí,Lleida,Cataluña,la vall de boi,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172082.0,vall de bianya la
25526,0.80227472,42504282760,La Vall de Boí,Lleida,Cataluña,la vall de boi,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172082.0,vall de bianya la
25527,0.80227472,42504282760,La Vall de Boí,Lleida,Cataluña,la vall de boi,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172082.0,vall de bianya la
25528,0.80227472,42504282760,La Vall de Boí,Lleida,Cataluña,la vall de boi,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172082.0,vall de bianya la
3791,-0.10944662,38777434270,la Vall de Laguar,Alicante/Alacant,Comunidad Valenciana,la vall de laguar,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3136.0,vall de gallinera la
3789,-0.15985139,38805744260,la Vall d'Ebo,Alicante/Alacant,Comunidad Valenciana,la vall debo,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3137.0,vall de laguar la
17176,2407684750.0,42149558840,La Vall d'en Bas,Girona,Cataluña,la vall den bas,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3135.0,vall debo la
17177,2407684750.0,42149558840,La Vall d'en Bas,Girona,Cataluña,la vall den bas,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3135.0,vall debo la
17178,2407684750.0,42149558840,La Vall d'en Bas,Girona,Cataluña,la vall den bas,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3135.0,vall debo la
17179,2407684750.0,42149558840,La Vall d'en Bas,Girona,Cataluña,la vall den bas,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3135.0,vall debo la
12600,-0.22806489,39824217540,la Vall d'Uixó,Castellón/Castelló,Comunidad Valenciana,la vall duixo,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172076.0,vall den bas la
25717,1480026450.0,42233469910,La Vansa i Fórnols,Lleida,Cataluña,la vansa i fornols,Baix Camp,Tarragona,Cataluña/ Catalunya,431628.0,vandellos i lhospitalet de linfant
12526,-0.18452121,39858884680,la Vilavella,Castellón/Castelló,Comunidad Valenciana,la vilavella,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,172229.0,vilaur
43375,0.78055782,41225368700,La Vilella Alta,Tarragona,Cataluña,la vilella alta,Conca de Barberà,Tarragona,Cataluña/ Catalunya,431726.0,vilaverd
43374,0.761731,41220518660,La Vilella Baixa,Tarragona,Cataluña,la vilella baixa,Priorat,Tarragona,Cataluña/ Catalunya,431732.0,vilella alta la
46178,-0.96158146,39891108620,La Yesa,Valencia/València,Comunidad Valenciana,la yesa,La Hoya de Buñol,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46261.0,yatova
25155,0.73854698,41449044420,L'Albagés,Lleida,Cataluña,lalbages,,,,,
25450,0.93684438,41422176770,L'Albi,Lleida,Cataluña,lalbi,,,,,
43479,1089799530.0,41251865730,L'Albiol,Tarragona,Cataluña,lalbiol,,,,,
12110,-0.21228342,40075618380,l'Alcora,Castellón/Castelló,Comunidad Valenciana,lalcora,,,,,
12119,-0.21228342,40075618380,l'Alcora,Castellón/Castelló,Comunidad Valenciana,lalcora,,,,,
12121,-0.21228342,40075618380,l'Alcora,Castellón/Castelló,Comunidad Valenciana,lalcora,,,,,
46250,-0.50645447,39195763720,l'Alcúdia,Valencia/València,Comunidad Valenciana,lalcudia,,,,,
46690,-0.58999491,38970213110,l'Alcúdia de Crespins,Valencia/València,Comunidad Valenciana,lalcudia de crespins,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46020.0,alcudia de crespins l
43896,0.6084918,40740561850,L'Aldea,Tarragona,Cataluña,laldea,,,,,
43381,1046273390.0,41202136280,L'Aleixar,Tarragona,Cataluña,laleixar,,,,,
3580,-0.1026002,38580094960,l'Alfàs del Pi,Alicante/Alacant,Comunidad Valenciana,lalfas del pi,La Marina Baixa,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3011.0,alfas del pi l
3581,-0.1026002,38580094960,l'Alfàs del Pi,Alicante/Alacant,Comunidad Valenciana,lalfas del pi,La Marina Baixa,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3011.0,alfas del pi l
3829,-0.42552267,38773118020,l'Alqueria d'Asnar,Alicante/Alacant,Comunidad Valenciana,lalqueria dasnar,El Comtat,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3017.0,alqueria dasnar l
46715,-0.1561269,38936538680,l'Alqueria de la Comtessa,Valencia/València,Comunidad Valenciana,lalqueria de la comtessa,La Safor,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46037.0,alqueria de la comtessa l
43860,0.80032416,40885002210,L'Ametlla de Mar,Tarragona,Cataluña,lametlla de mar,Baix Ebre,Tarragona,Cataluña/ Catalunya,430136.0,ametlla de mar l
8480,2262555200.0,41670425970,L'Ametlla del Vallès,Barcelona,Cataluña,lametlla del valles,Vallès Oriental,Barcelona,Cataluña/ Catalunya,80057.0,ametlla del valles l
43895,0.70877628,40812529650,L'Ampolla,Tarragona,Cataluña,lampolla,,,,,
43720,1603914600.0,41268395030,L'Arboç,Tarragona,Cataluña,larboc,,,,,
43773,0.90976361,41137455240,L'Argentera,Tarragona,Cataluña,largentera,,,,,
17472,3074980750.0,42171999290,L'Armentera,Girona,Cataluña,larmentera,,,,,
3786,-0.15173035,38847430290,l'Atzúbia,Alicante/Alacant,Comunidad Valenciana,latzubia,,,,,
46183,-0.53062592,39566803470,l'Eliana,Valencia/València,Comunidad Valenciana,leliana,,,,,
46661,-0.48088592,39044983440,l'Ènova,Valencia/València,Comunidad Valenciana,lenova,,,,,
25540,0.71274283,42811925760,Les,Lleida,Cataluña,les,Garrigues,Lerida/ Lleida,Cataluña/ Catalunya,251193.0,juneda
12539,-0.11078598,39894892340,les Alqueries/Alquerías del Niño Perdido,Castellón/Castelló,Comunidad Valenciana,les alqueries alquerias del nino perdido,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12901.0,alqueries les alquerias del nino perdido
25611,0.76508415,41908021670,Les Avellanes i Santa Linya,Lleida,Cataluña,les avellanes i santa linya,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3001.0,atzubia l
25612,0.76508415,41908021670,Les Avellanes i Santa Linya,Lleida,Cataluña,les avellanes i santa linya,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3001.0,atzubia l
25400,0.86890823,41521785550,Les Borges Blanques,Lleida,Cataluña,les borges blanques,Gironès,Gerona/Girona,Cataluña/ Catalunya,170255.0,bordils
43350,1019594460.0,41172479000,Les Borges del Camp,Tarragona,Cataluña,les borges del camp,Garrigues,Lerida/ Lleida,Cataluña/ Catalunya,250582.0,borges blanques les
8794,1689269870.0,41371129570,Les Cabanyes,Barcelona,Cataluña,les cabanyes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170307.0,cabanes
12185,0.12056808,40309475670,les Coves de Vinromà,Castellón/Castelló,Comunidad Valenciana,les coves de vinroma,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46100.0,cotes
8520,2297159200.0,41617789240,Les Franqueses del Vallès,Barcelona,Cataluña,les franqueses del valles,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170741.0,fortia
8521,2297159200.0,41617789240,Les Franqueses del Vallès,Barcelona,Cataluña,les franqueses del valles,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170741.0,fortia
17512,2104055980.0,42151022590,Les Llosses,Girona,Cataluña,les llosses,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12074.0,llosa la
17513,2104055980.0,42151022590,Les Llosses,Girona,Cataluña,les llosses,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12074.0,llosa la
17532,2104055980.0,42151022590,Les Llosses,Girona,Cataluña,les llosses,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12074.0,llosa la
8510,2293643430.0,41992947910,Les Masies de Roda,Barcelona,Cataluña,les masies de roda,Montsià,Tarragona,Cataluña/ Catalunya,430786.0,masdenverge
8508,2233570010.0,42025878510,Les Masies de Voltregà,Barcelona,Cataluña,les masies de voltrega,Osona,Lleida,Cataluña/ Catalunya,81167.0,masies de roda les
8509,2233570010.0,42025878510,Les Masies de Voltregà,Barcelona,Cataluña,les masies de voltrega,Osona,Lleida,Cataluña/ Catalunya,81167.0,masies de roda les
25214,1318850670.0,41697706750,Les Oluges,Lleida,Cataluña,les oluges,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,171143.0,olot
43428,1342249230.0,41503643730,Les Piles,Tarragona,Cataluña,les piles,La Safor,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46195.0,piles
43429,1342249230.0,41503643730,Les Piles,Tarragona,Cataluña,les piles,La Safor,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46195.0,piles
17172,2536928020.0,42055620390,Les Planes d'Hostoles,Girona,Cataluña,les planes dhostoles,El Comtat,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3106.0,planes
17173,2536928020.0,42055620390,Les Planes d'Hostoles,Girona,Cataluña,les planes dhostoles,El Comtat,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3106.0,planes
17178,2461074610.0,42140680460,Les Preses,Girona,Cataluña,les preses,Maresme,Barcelona,Cataluña/ Catalunya,81727.0,premia de mar
25714,1342322270.0,42294117700,Les Valls d'Aguilar,Lleida,Cataluña,les valls daguilar,Alt Camp,Tarragona,Cataluña/ Catalunya,431613.0,valls
25795,1342322270.0,42294117700,Les Valls d'Aguilar,Lleida,Cataluña,les valls daguilar,Alt Camp,Tarragona,Cataluña/ Catalunya,431613.0,valls
25798,1458096160.0,42382944810,Les Valls de Valira,Lleida,Cataluña,les valls de valira,Alt Urgell,Lerida/ Lleida,Cataluña/ Catalunya,259062.0,valls daguilar les
17130,3132996090.0,42124672350,L'Escala,Girona,Cataluña,lescala,,,,,
25410,1003755780.0,41494889720,L'Espluga Calba,Lleida,Cataluña,lespluga calba,Osona,Gerona/Girona,Cataluña/ Catalunya,170638.0,espinelves
43440,1102890960.0,41396492940,L'Espluga de Francolí,Tarragona,Cataluña,lespluga de francoli,Garrigues,Lerida/ Lleida,Cataluña/ Catalunya,250812.0,espluga calba l
8614,1783703700.0,42053724160,L'Espunyola,Barcelona,Cataluña,lespunyola,,,,,
8511,2369541160.0,42035333240,L'Esquirol,Barcelona,Cataluña,lesquirol,,,,,
8569,2369541160.0,42035333240,L'Esquirol,Barcelona,Cataluña,lesquirol,,,,,
8148,2112556190.0,41869237850,L'Estany,Barcelona,Cataluña,lestany,,,,,
8184,2112556190.0,41869237850,L'Estany,Barcelona,Cataluña,lestany,,,,,
8901,2101382870.0,41359770510,L'Hospitalet de Llobregat,Barcelona,Cataluña,lhospitalet de llobregat,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46098.0,corbera
8902,2101382870.0,41359770510,L'Hospitalet de Llobregat,Barcelona,Cataluña,lhospitalet de llobregat,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46098.0,corbera
8903,2101382870.0,41359770510,L'Hospitalet de Llobregat,Barcelona,Cataluña,lhospitalet de llobregat,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46098.0,corbera
8904,2101382870.0,41359770510,L'Hospitalet de Llobregat,Barcelona,Cataluña,lhospitalet de llobregat,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46098.0,corbera
8905,2101382870.0,41359770510,L'Hospitalet de Llobregat,Barcelona,Cataluña,lhospitalet de llobregat,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46098.0,corbera
8906,2101382870.0,41359770510,L'Hospitalet de Llobregat,Barcelona,Cataluña,lhospitalet de llobregat,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46098.0,corbera
8907,2101382870.0,41359770510,L'Hospitalet de Llobregat,Barcelona,Cataluña,lhospitalet de llobregat,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46098.0,corbera
8908,2101382870.0,41359770510,L'Hospitalet de Llobregat,Barcelona,Cataluña,lhospitalet de llobregat,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46098.0,corbera
25240,0.90434264,41711258350,Linyola,Lleida,Cataluña,linyola,Aran,Lerida/ Lleida,Cataluña/ Catalunya,251214.0,les
17745,2813309620.0,42249040310,Lladó,Girona,Cataluña,llado,Anoia,Barcelona,Cataluña/ Catalunya,81043.0,llacuna la
25571,1250073560.0,42620091960,Lladorre,Lleida,Cataluña,lladorre,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170887.0,llado
25576,1250073560.0,42620091960,Lladorre,Lleida,Cataluña,lladorre,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170887.0,llado
25577,1250073560.0,42620091960,Lladorre,Lleida,Cataluña,lladorre,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170887.0,llado
25283,1508454470.0,42044839280,Lladurs,Lleida,Cataluña,lladurs,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251235.0,lladorre
25288,1508454470.0,42044839280,Lladurs,Lleida,Cataluña,lladurs,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251235.0,lladorre
17240,2891999100.0,41828674490,Llagostera,Girona,Cataluña,llagostera,Vallès Oriental,Barcelona,Cataluña/ Catalunya,81056.0,llagosta la
17243,2859294600.0,41921014220,Llambilles,Girona,Cataluña,llambilles,Gironès,Gerona/Girona,Cataluña/ Catalunya,170890.0,llagostera
17869,2344264600.0,42320469280,Llanars,Girona,Cataluña,llanars,Gironès,Gerona/Girona,Cataluña/ Catalunya,170904.0,llambilles
17490,3151756600.0,42362810960,Llançà,Girona,Cataluña,llanca,Ripollès,Gerona/Girona,Cataluña/ Catalunya,170911.0,llanars
46814,-0.57140634,38993036170,Llanera de Ranes,Valencia/València,Comunidad Valenciana,llanera de ranes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170926.0,llanca
25186,0.55006906,41375201630,Llardecans,Lleida,Cataluña,llardecans,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46154.0,llanera de ranes
