codigo postal,lat,lon,poblacion,provincia,comunidad autonoma,prob_c,comarca2,provincia2,comunidad2,code2,prob_2
46613,-0.33047621,39147258550,Llaurí,Valencia/València,Comunidad Valenciana,llauri,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,251253.0,llardecans
25594,1211323840.0,42495685390,Llavorsí,Lleida,Cataluña,llavorsi,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46155.0,llauri
25595,1211323840.0,42495685390,Llavorsí,Lleida,Cataluña,llavorsi,La Ribera Baixa,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46155.0,llauri
25001,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25002,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25003,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25004,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25005,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25006,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25007,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25008,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25111,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25113,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25190,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25191,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25192,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25193,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25194,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25195,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25196,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25197,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25198,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
25199,0.62061934,41615273550,Lleida,Lleida,Cataluña,lleida,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,251266.0,llavorsi
17730,2913723770.0,42297279630,Llers,Girona,Cataluña,llers,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,251207.0,lleida
25726,1687992120.0,42391842460,Lles de Cerdanya,Lleida,Cataluña,lles de cerdanya,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170932.0,llers
3729,0.006304,38743471370,Llíber,Alicante/Alacant,Comunidad Valenciana,lliber,Cerdanya,Lerida/ Lleida,Cataluña/ Catalunya,251272.0,lles de cerdanya
8186,2238316480.0,41610983590,Lliçà d'Amunt,Barcelona,Cataluña,llica damunt,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3085.0,lliber
8185,2242240290.0,41591554150,Lliçà de Vall,Barcelona,Cataluña,llica de vall,Vallès Oriental,Barcelona,Cataluña/ Catalunya,81075.0,llica damunt
25638,0.91658474,42074915880,Llimiana,Lleida,Cataluña,llimiana,Vallès Oriental,Barcelona,Cataluña/ Catalunya,81081.0,llica de vall
25639,0.91658474,42074915880,Llimiana,Lleida,Cataluña,llimiana,Vallès Oriental,Barcelona,Cataluña/ Catalunya,81081.0,llica de vall
8450,2398018560.0,41639942460,Llinars del Vallès,Barcelona,Cataluña,llinars del valles,Pallars Jussà,Lerida/ Lleida,Cataluña/ Catalunya,251288.0,llimiana
46160,-0.59442849,39625863660,Llíria,Valencia/València,Comunidad Valenciana,lliria,Vallès Oriental,Barcelona,Cataluña/ Catalunya,81069.0,llinars del valles
17527,1982443230.0,42465141000,Llívia,Girona,Cataluña,llivia,El Camp de Túria,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46147.0,lliria
25281,1472718310.0,41950722480,Llobera,Lleida,Cataluña,llobera,Priorat,Tarragona,Cataluña/ Catalunya,430727.0,lloar el
46910,-0.38198174,39421398910,Llocnou de la Corona,Valencia/València,Comunidad Valenciana,llocnou de la corona,Solsonès,Lerida/ Lleida,Cataluña/ Catalunya,251291.0,llobera
46726,-0.28526658,38912668730,Llocnou de Sant Jeroni,Valencia/València,Comunidad Valenciana,llocnou de sant jeroni,L'Horta Sud,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46152.0,llocnou de la corona
46668,-0.46677015,39013874150,Llocnou d'En Fenollet,Valencia/València,Comunidad Valenciana,llocnou den fenollet,La Safor,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46153.0,llocnou de sant jeroni
46195,-0.57180558,39280940810,Llombai,Valencia/València,Comunidad Valenciana,llombai,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46151.0,llocnou den fenollet
43427,1307276580.0,41556400890,Llorac,Tarragona,Cataluña,llorac,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46156.0,llombai
43712,1551926970.0,41284354130,Llorenç del Penedès,Tarragona,Cataluña,llorenc del penedes,Conca de Barberà,Tarragona,Cataluña/ Catalunya,430733.0,llorac
43715,1551926970.0,41284354130,Llorenç del Penedès,Tarragona,Cataluña,llorenc del penedes,Conca de Barberà,Tarragona,Cataluña/ Catalunya,430733.0,llorac
17310,2847395070.0,41699579440,Lloret de Mar,Girona,Cataluña,lloret de mar,Baix Penedès,Tarragona,Cataluña/ Catalunya,430748.0,llorenc del penedes
17430,2847395070.0,41699579440,Lloret de Mar,Girona,Cataluña,lloret de mar,Baix Penedès,Tarragona,Cataluña/ Catalunya,430748.0,llorenc del penedes
7518,2975313120.0,39618047990,Lloret de Vistalegre,Illes Balears,Illes Balears,lloret de vistalegre,Baix Penedès,Tarragona,Cataluña/ Catalunya,430748.0,llorenc del penedes
7360,2867470960.0,39718971180,Lloseta,Illes Balears,Illes Balears,lloseta,El Raiguer/ es Raiguer,Mallorca,Islas Baleares/ Illes balears,,lloseta
7430,3005085650.0,39700791150,Llubí,Illes Balears,Illes Balears,llubi,El Llano de Mallorca/ es Pla de Mallorca,Mallorca,Islas Baleares/ Illes balears,,llubi
8514,2035749440.0,42050966460,Lluçà,Barcelona,Cataluña,lluca,Ripollès,Gerona/Girona,Cataluña/ Catalunya,170963.0,llosses les
12120,-0.27999337,40138437680,Llucena/Lucena del Cid,Castellón/Castelló,Comunidad Valenciana,llucena lucena del cid,Lluçanès,Girona,Cataluña/ Catalunya,81094.0,lluca
7600,2890301650.0,39490755010,Llucmajor,Illes Balears,Illes Balears,llucmajor,,,,,
7609,2890301650.0,39490755010,Llucmajor,Illes Balears,Illes Balears,llucmajor,,,,,
7620,2890301650.0,39490755010,Llucmajor,Illes Balears,Illes Balears,llucmajor,,,,,
7639,2890301650.0,39490755010,Llucmajor,Illes Balears,Illes Balears,llucmajor,,,,,
46838,-0.35687285,38941377360,Llutxent,Valencia/València,Comunidad Valenciana,llutxent,El Migjorn/ es Migjorn,Mallorca,Islas Baleares/ Illes balears,,lluchmayor
46850,-0.54678215,38911731010,l'Olleria,Valencia/València,Comunidad Valenciana,lolleria,,,,,
3860,-0.31125116,38844034130,Lorcha/l'Orxa,Alicante/Alacant,Comunidad Valenciana,lorcha lorxa,Maresme,Barcelona,Cataluña/ Catalunya,81537.0,orrius
46393,-0.57094704,39489727140,Loriguilla,Valencia/València,Comunidad Valenciana,loriguilla,La Vall d'Albaida,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46150.0,llutxent
3187,-0.74364774,38027499210,Los Montesinos,Alicante/Alacant,Comunidad Valenciana,los montesinos,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46174.0,montesa
46173,-0.87040736,39695012920,Losa del Obispo,Valencia/València,Comunidad Valenciana,losa del obispo,El Camp de Túria,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46148.0,loriguilla
12123,-0.37206158,40086490960,Ludiente,Castellón/Castelló,Comunidad Valenciana,ludiente,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46149.0,losa del obispo
17720,2747874250.0,42386268330,Maçanet de Cabrenys,Girona,Cataluña,macanet de cabrenys,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12073.0,ludiente
17721,2747874250.0,42386268330,Maçanet de Cabrenys,Girona,Cataluña,macanet de cabrenys,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12073.0,ludiente
17412,2730456040.0,41777494030,Maçanet de la Selva,Girona,Cataluña,macanet de la selva,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171024.0,macanet de cabrenys
46368,-0.78556852,39381678320,Macastre,Valencia/València,Comunidad Valenciana,macastre,Selva,Gerona/Girona,Cataluña/ Catalunya,171030.0,macanet de la selva
17462,2957102190.0,41989724640,Madremanya,Girona,Cataluña,madremanya,La Hoya de Buñol,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46158.0,macastre
17851,2742431290.0,42222227180,Maià de Montcal,Girona,Cataluña,maia de montcal,Gironès,Gerona/Girona,Cataluña/ Catalunya,170979.0,madremanya
25179,0.50424579,41364678450,Maials,Lleida,Cataluña,maials,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,170985.0,maia de montcal
25266,1039139490.0,41550592430,Maldà,Lleida,Cataluña,malda,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,251333.0,maials
8380,2742167210.0,41646340390,Malgrat de Mar,Barcelona,Cataluña,malgrat de mar,Urgell,Lerida/ Lleida,Cataluña/ Catalunya,251305.0,malda
8519,2234744900.0,41887310200,Malla,Barcelona,Cataluña,malla,Maresme,Barcelona,Cataluña/ Catalunya,81108.0,malgrat de mar
7500,3209521360.0,39568890810,Manacor,Illes Balears,Illes Balears,manacor,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,manacor
7509,3209521360.0,39568890810,Manacor,Illes Balears,Illes Balears,manacor,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,manacor
7680,3209521360.0,39568890810,Manacor,Illes Balears,Illes Balears,manacor,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,manacor
7687,3209521360.0,39568890810,Manacor,Illes Balears,Illes Balears,manacor,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,manacor
7688,3209521360.0,39568890810,Manacor,Illes Balears,Illes Balears,manacor,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,manacor
7689,3209521360.0,39568890810,Manacor,Illes Balears,Illes Balears,manacor,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,manacor
7312,2871007520.0,39750006010,Mancor de la Vall,Illes Balears,Illes Balears,mancor de la vall,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12125.0,vall de almonacid
46940,-0.45700309,39491639460,Manises,Valencia/València,Comunidad Valenciana,manises,Osona,Barcelona,Cataluña/ Catalunya,81115.0,malla
8560,2285028180.0,42001126710,Manlleu,Barcelona,Cataluña,manlleu,L'Horta Sud,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46159.0,manises
8240,1827210260.0,41721995940,Manresa,Barcelona,Cataluña,manresa,Osona,Lleida,Cataluña/ Catalunya,81120.0,manlleu
8241,1827210260.0,41721995940,Manresa,Barcelona,Cataluña,manresa,Osona,Lleida,Cataluña/ Catalunya,81120.0,manlleu
8242,1827210260.0,41721995940,Manresa,Barcelona,Cataluña,manresa,Osona,Lleida,Cataluña/ Catalunya,81120.0,manlleu
8243,1827210260.0,41721995940,Manresa,Barcelona,Cataluña,manresa,Osona,Lleida,Cataluña/ Catalunya,81120.0,manlleu
46660,-0.49270651,39050166540,Manuel,Valencia/València,Comunidad Valenciana,manuel,Bages,Barcelona,Cataluña/ Catalunya,81136.0,manresa
7700,4265465550.0,39887522180,Maó-Mahón,Illes Balears,Illes Balears,maomahon,,,,,
7701,4265465550.0,39887522180,Maó-Mahón,Illes Balears,Illes Balears,maomahon,,,,,
7702,4265465550.0,39887522180,Maó-Mahón,Illes Balears,Illes Balears,maomahon,,,,,
7703,4265465550.0,39887522180,Maó-Mahón,Illes Balears,Illes Balears,maomahon,,,,,
7712,4265465550.0,39887522180,Maó-Mahón,Illes Balears,Illes Balears,maomahon,,,,,
7714,4265465550.0,39887522180,Maó-Mahón,Illes Balears,Illes Balears,maomahon,,,,,
43730,0.80027681,41126354970,Marçà,Tarragona,Cataluña,marca,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46160.0,manuel
43775,0.80027681,41126354970,Marçà,Tarragona,Cataluña,marca,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46160.0,manuel
43371,0.75425834,41284412060,Margalef,Tarragona,Cataluña,margalef,Priorat,Tarragona,Cataluña/ Catalunya,430764.0,marca
8298,1790950950.0,41641116560,Marganell,Barcelona,Cataluña,marganell,Priorat,Tarragona,Cataluña/ Catalunya,430751.0,margalef
7519,3073293910.0,39664303720,Maria de la Salut,Illes Balears,Illes Balears,maria de la salut,El Llano de Mallorca/ es Pla de Mallorca,Mallorca,Islas Baleares/ Illes balears,,maria de la salud
46163,-0.56143173,39675112130,Marines,Valencia/València,Comunidad Valenciana,marines,Bages,Barcelona,Cataluña/ Catalunya,82423.0,marganell
7141,2753079470.0,39641630140,Marratxí,Illes Balears,Illes Balears,marratxi,,,,,
8760,1919137470.0,41478003280,Martorell,Barcelona,Cataluña,martorell,El Camp de Túria,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46161.0,marines
8107,2235968480.0,41528119930,Martorelles,Barcelona,Cataluña,martorelles,Baix Llobregat,Barcelona,Cataluña/ Catalunya,81141.0,martorell
43514,0.37408555,40734574270,Mas de Barberans,Tarragona,Cataluña,mas de barberans,Vallès Oriental,Barcelona,Cataluña/ Catalunya,81154.0,martorelles
17762,2972806580.0,42351309580,Masarac,Girona,Cataluña,masarac,Montsià,Tarragona,Cataluña/ Catalunya,430770.0,mas de barberans
17763,2972806580.0,42351309580,Masarac,Girona,Cataluña,masarac,Montsià,Tarragona,Cataluña/ Catalunya,430770.0,mas de barberans
43878,0.53118936,40715460890,Masdenverge,Tarragona,Cataluña,masdenverge,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171002.0,masarac i vilarnadal
43879,0.53118936,40715460890,Masdenverge,Tarragona,Cataluña,masdenverge,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171002.0,masarac i vilarnadal
43718,1414728760.0,41269119150,Masllorenç,Tarragona,Cataluña,masllorenc,Osona,Lleida,Cataluña/ Catalunya,81173.0,masies de voltrega les
43382,1046614100.0,41182253970,Maspujols,Tarragona,Cataluña,maspujols,Alt Camp,Tarragona,Cataluña/ Catalunya,430803.0,maso la
8782,1811084150.0,41502635210,Masquefa,Barcelona,Cataluña,masquefa,Baix Camp,Tarragona,Cataluña/ Catalunya,430810.0,maspujols
8783,1811084150.0,41502635210,Masquefa,Barcelona,Cataluña,masquefa,Baix Camp,Tarragona,Cataluña/ Catalunya,430810.0,maspujols
46292,-0.52158427,39140481060,Massalavés,Valencia/València,Comunidad Valenciana,massalaves,Priorat,Tarragona,Cataluña/ Catalunya,430825.0,masroig el
25184,0.35931697,41459117040,Massalcoreig,Lleida,Cataluña,massalcoreig,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46162.0,massalaves
46560,-0.32622473,39557980180,Massalfassar,Valencia/València,Comunidad Valenciana,massalfassar,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,251312.0,massalcoreig
46130,-0.33056042,39570250650,Massamagrell,Valencia/València,Comunidad Valenciana,massamagrell,L'Horta Nord,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46163.0,massalfassar
46470,-0.39951769,39409937090,Massanassa,Valencia/València,Comunidad Valenciana,massanassa,L'Horta Nord,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46164.0,massamagrell
17452,2651366840.0,41765699210,Massanes,Girona,Cataluña,massanes,L'Horta Sud,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46165.0,massanassa
25211,1310968640.0,41797681140,Massoteres,Lleida,Cataluña,massoteres,Selva,Gerona/Girona,Cataluña/ Catalunya,171019.0,massanes
8230,2027681000.0,41599217640,Matadepera,Barcelona,Cataluña,matadepera,Els Ports,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12075.0,mata de morella la
8301,2446580620.0,41540846900,Mataró,Barcelona,Cataluña,mataro,Vallès Occidental,Barcelona,Cataluña/ Catalunya,81206.0,matadepera
8302,2446580620.0,41540846900,Mataró,Barcelona,Cataluña,mataro,Vallès Occidental,Barcelona,Cataluña/ Catalunya,81206.0,matadepera
8303,2446580620.0,41540846900,Mataró,Barcelona,Cataluña,mataro,Vallès Occidental,Barcelona,Cataluña/ Catalunya,81206.0,matadepera
8304,2446580620.0,41540846900,Mataró,Barcelona,Cataluña,mataro,Vallès Occidental,Barcelona,Cataluña/ Catalunya,81206.0,matadepera
12415,-0.46778875,39938791580,Matet,Castellón/Castelló,Comunidad Valenciana,matet,Maresme,Barcelona,Cataluña/ Catalunya,81213.0,mataro
8773,1609561010.0,41476029760,Mediona,Barcelona,Cataluña,mediona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12076.0,matet
46133,-0.34864343,39527612250,Meliana,Valencia/València,Comunidad Valenciana,meliana,Alt Penedès,Barcelona,Cataluña/ Catalunya,81228.0,mediona
25139,0.7436465,41729775650,Menàrguens,Lleida,Cataluña,menarguens,L'Horta Nord,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46166.0,meliana
17539,1786676330.0,42446298790,Meranges,Girona,Cataluña,meranges,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,251348.0,menarguens
46199,-0.77391734,39237106150,Millares,Valencia/València,Comunidad Valenciana,millares,Alt Camp,Tarragona,Cataluña/ Catalunya,430831.0,mila el
3812,-0.36337482,38730873230,Millena,Alicante/Alacant,Comunidad Valenciana,millena,La Canal de Navarrés,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46167.0,millares
25242,0.87815289,41605177430,Miralcamp,Lleida,Cataluña,miralcamp,El Comtat,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3086.0,millena
46711,-0.13973887,38950219050,Miramar,Valencia/València,Comunidad Valenciana,miramar,Pla d'Urgell,Lerida/ Lleida,Cataluña/ Catalunya,251351.0,miralcamp
43747,0.59641776,41035883820,Miravet,Tarragona,Cataluña,miravet,La Safor,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46168.0,miramar
46920,-0.41745851,39475335130,Mislata,Valencia/València,Comunidad Valenciana,mislata,Ribera d'Ebre,Tarragona,Cataluña/ Catalunya,430846.0,miravet
46640,-0.7514659,38873336910,Mogente/Moixent,Valencia/València,Comunidad Valenciana,mogente moixent,Moianès,Lleida,Cataluña/ Catalunya,81385.0,moia
8180,2098798060.0,41811469360,Moià,Barcelona,Cataluña,moia,L'Horta Sud,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46169.0,mislata
8750,2017369080.0,41413211100,Molins de Rei,Barcelona,Cataluña,molins de rei,Priorat,Tarragona,Cataluña/ Catalunya,430859.0,molar el
