ID,Origin,media,url,zipcode_iber,zipcode_cac
410,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,17867.0
411,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,8261.0
412,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,8758.0
413,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,8950.0
414,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,17489.0
415,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,8589.0
416,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,25740.0
417,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,25670.0
418,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,25141.0
419,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,25140.0
420,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,43786.0
421,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,25250.0
422,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,17867.0
423,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,8261.0
424,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,8758.0
425,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,8950.0
426,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,17489.0
427,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,8589.0
428,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,25740.0
429,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,25670.0
430,"AMIC, Iberfier, CAC",línia cornellà,,8013.0,25141.0
431,"AMIC, Iberfier, CAC",línia eixample,,8013.0,25140.0
432,"AMIC, Iberfier, CAC",línia eixample,,8013.0,43786.0
433,"AMIC, Iberfier, CAC",línia eixample,,8013.0,25250.0
434,"AMIC, Iberfier, CAC",línia eixample,,8013.0,17867.0
435,"AMIC, Iberfier, CAC",línia eixample,,8013.0,8261.0
